run_kind	arm	method	dataset	key	seed	status	reason	n_poses	top_score	score_function	score_units	box_center_x	box_center_y	box_center_z	box_size	exhaustiveness	conformer_source	receptor	elapsed_s	peak_rss_mb	jobs	pose_archive	pose_archive_bytes	recorded
arm	A3_genconf_detbox	vina	posebusters	5SAK_ZRY	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	23.112	4.138	56.26	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/5SAK_ZRY/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/5SAK_ZRY.sdf.gz	2199	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	5SB2_1K2	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	-20.734	0.85	0.395	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/5SB2_1K2/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/5SB2_1K2.sdf.gz	3492	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6M2B_EZO	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	31.987	-20.751	19.54	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6M2B_EZO/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6M2B_EZO.sdf.gz	2768	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	5SD5_HWI	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	15.561	-2.809	13.331	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/5SD5_HWI/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/5SD5_HWI.sdf.gz	3954	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6T88_MWQ	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	0.161	-30.86	-12.163	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6T88_MWQ/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6T88_MWQ.sdf.gz	1446	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	5SIS_JSM	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	33.655	105.873	62.69	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/5SIS_JSM/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/5SIS_JSM.sdf.gz	3960	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6TW7_NZB	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	5.118	37.427	52.062	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6TW7_NZB/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6TW7_NZB.sdf.gz	3639	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6TW5_9M2	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	22.199	23.531	53.329	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6TW5_9M2/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6TW5_9M2.sdf.gz	4080	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6VTA_AKN	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	99.974	12.932	42.699	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6VTA_AKN/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6VTA_AKN.sdf.gz	5845	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6XBO_5MC	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	16.385	-16.019	10.818	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6XBO_5MC/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6XBO_5MC.sdf.gz	2709	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6WTN_RXT	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	33.94	16.991	1.654	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6WTN_RXT/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6WTN_RXT.sdf.gz	2429	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6XHT_V2V	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	13.724	-32.811	21.19	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6XHT_V2V/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6XHT_V2V.sdf.gz	4072	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6XCT_478	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	10.744	6.507	13.239	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6XCT_478/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6XCT_478.sdf.gz	4837	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6XG5_TOP	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	-22.775	24.325	5.632	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6XG5_TOP/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6XG5_TOP.sdf.gz	2783	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6YJA_2BA	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	15.05	-11.848	35.02	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6YJA_2BA/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6YJA_2BA.sdf.gz	4762	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6YMS_OZH	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	47.014	45.697	-21.547	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6YMS_OZH/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6YMS_OZH.sdf.gz	4628	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6YQV_8K2	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	2.752	-12.447	30.5	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6YQV_8K2/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6YQV_8K2.sdf.gz	1190	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6XM9_V55	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	15.798	23.342	41.569	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6XM9_V55/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6XM9_V55.sdf.gz	1470	2026-09-24T13:15:14+08:00
arm	A3_genconf_detbox	vina	posebusters	6YQW_82I	20260922	cached				vina	kcal/mol (empirical score, not a measured free energy)	0.585	12.909	11.068	25.0	8	genconf	/home/qasim/vgb_bench_data/prepared/receptors/posebusters/6YQW_82I/receptor.pdbqt	0.0		5	/home/qasim/vgb_bench_data/poses/A3_genconf_detbox/vina/posebusters/6YQW_82I.sdf.gz	1459	2026-09-24T13:15:14+08:00
